"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Description 2","Meta Description 2 Length","Meta Description 2 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","Canonical Link Element 2","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://www.how-ma.com/market_price/stations/7208","text/html; charset=utf-8","200","OK","Indexable","","西鉄平尾の駅ごとのマンション売却相場・価格推移・将来性 | 不動産AI査定のHowMa","43","683","","0","0","","0","0","","0","西鉄平尾駅のマンション売却価格相場情報","19","西鉄平尾駅の中古マンションの売却相場価格","20","今すぐあなたの不動産を査定する","15","","","","https://www.how-ma.com/market_price/stations/7208","","","","","","","96559","14175","14175","5.430","","460","221","2.081","100.000","Very Easy","6.354","2","2","","10","7","0","2.950","46","29","0","2","1","0","","","","","95e844762f39f158a562930581a9c3cb","0.147","","","","","ja","1.1","","","","","","https://www.how-ma.com/market_price/stations/7208","2026-04-13 12:12:44"
"https://www.how-ma.com/market_price/stations/5821","text/html; charset=utf-8","200","OK","Indexable","","宮前平の駅ごとのマンション売却相場・価格推移・将来性 | 不動産AI査定のHowMa","42","663","","0","0","","0","0","","0","宮前平駅のマンション売却価格相場情報","18","宮前平駅の中古マンションの売却相場価格","19","今すぐあなたの不動産を査定する","15","","","","https://www.how-ma.com/market_price/stations/5821","","","","","","","99127","14839","14839","5.685","","475","226","2.102","100.000","Very Easy","6.398","2","2","","9","5","0","2.110","57","28","0","2","1","0","","","","","df82cf7eaa7277984192bf8e50280dae","0.144","","","","","ja","1.1","","","","","","https://www.how-ma.com/market_price/stations/5821","2026-04-13 12:12:44"
"https://www.how-ma.com/market_price/stations/5700","text/html; charset=utf-8","302","Found","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","2","","2","2","0","0.840","0","0","0","0","0","0","","","","","","0.081","","https://www.how-ma.com/market_price/stations/1608","HTTP Redirect","","","1.1","","","","","","https://www.how-ma.com/market_price/stations/5700","2026-04-13 12:12:45"
"https://www.how-ma.com/_next/static/chunks/4927-475b149b825dc39e.js","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.021","Mon, 23 Mar 2026 09:14:52 GMT","","","","","1.1","","","","","","https://www.how-ma.com/_next/static/chunks/4927-475b149b825dc39e.js","2026-04-13 12:12:45"
"https://www.how-ma.com/market_price/stations/9064","text/html; charset=utf-8","302","Found","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","2","","3","3","0","1.270","0","0","0","0","0","0","","","","","","0.157","","https://www.how-ma.com/market_price/stations/9043","HTTP Redirect","","","1.1","","","","","","https://www.how-ma.com/market_price/stations/9064","2026-04-13 12:12:45"
"https://www.how-ma.com/_next/image?url=%2Fnext%2Flogo_cnet.jpg&w=384&q=75","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","2628","2628","2628","1.007","","0","","","","","0.000","2","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.095","","","","","","1.1","","","","","","https://www.how-ma.com/_next/image?url=%2Fnext%2Flogo_cnet.jpg&w=384&q=75","2026-04-13 12:12:45"
"https://www.how-ma.com/_next/static/chunks/3781-8413f2bf86342267.js","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.068","Thu, 19 Mar 2026 16:26:31 GMT","","","","","1.1","","","","","","https://www.how-ma.com/_next/static/chunks/3781-8413f2bf86342267.js","2026-04-13 12:12:45"
"https://www.how-ma.com/market_price/stations/5946","text/html; charset=utf-8","302","Found","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","2","","3","3","0","1.270","0","0","0","0","0","0","","","","","","0.104","","https://www.how-ma.com/market_price/stations/5903","HTTP Redirect","","","1.1","","","","","","https://www.how-ma.com/market_price/stations/5946","2026-04-13 12:12:45"
"https://www.how-ma.com/market_price/stations/7209","text/html; charset=utf-8","200","OK","Indexable","","高宮の駅ごとのマンション売却相場・価格推移・将来性 | 不動産AI査定のHowMa","41","643","","0","0","","0","0","","0","高宮駅のマンション売却価格相場情報","17","高宮駅の中古マンションの売却相場価格","18","今すぐあなたの不動産を査定する","15","","","","https://www.how-ma.com/market_price/stations/7209","","","","","","","95429","14001","14001","5.364","","461","221","2.086","100.000","Very Easy","6.373","2","2","","9","6","0","2.530","46","29","0","2","1","0","","","","","55009d1f4912311a71d1aead77c75f1e","0.187","","","","","ja","1.1","","","","","","https://www.how-ma.com/market_price/stations/7209","2026-04-13 12:12:45"
"https://www.how-ma.com/next/top/icon_interviewee_2.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.072","Fri, 10 Apr 2026 06:42:53 GMT","","","","","1.1","","","","","","https://www.how-ma.com/next/top/icon_interviewee_2.svg","2026-04-13 12:12:46"
"https://www.how-ma.com/market_price/stations/6003","text/html; charset=utf-8","200","OK","Indexable","","西新宿の駅ごとのマンション売却相場・価格推移・将来性 | 不動産AI査定のHowMa","42","663","","0","0","","0","0","","0","西新宿駅のマンション売却価格相場情報","18","西新宿駅の中古マンションの売却相場価格","19","今すぐあなたの不動産を査定する","15","","","","https://www.how-ma.com/market_price/stations/6003","","","","","","","97971","14353","14353","5.498","","475","225","2.111","100.000","Very Easy","6.463","2","2","","8","5","0","2.110","57","30","0","2","1","0","","","","","c34bcfce2c6cace16c59739fdddfdda3","0.179","","","","","ja","1.1","","","","","","https://www.how-ma.com/market_price/stations/6003","2026-04-13 12:12:46"
"https://www.how-ma.com/market_price/stations/9512","text/html; charset=utf-8","200","OK","Indexable","","中津の駅ごとのマンション売却相場・価格推移・将来性 | 不動産AI査定のHowMa","41","643","","0","0","","0","0","","0","中津駅のマンション売却価格相場情報","17","中津駅の中古マンションの売却相場価格","18","今すぐあなたの不動産を査定する","15","","","","https://www.how-ma.com/market_price/stations/9512","","","","","","","98356","14495","14495","5.553","","474","224","2.116","100.000","Very Easy","6.406","2","2","","8","5","0","2.110","57","32","0","2","1","0","","","","","4429dc73cdb82a22eca6c55065ad391d","0.126","","","","","ja","1.1","","","","","","https://www.how-ma.com/market_price/stations/9512","2026-04-13 12:12:47"
"https://www.how-ma.com/market_price/stations/9634","text/html; charset=utf-8","302","Found","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","2","","2","2","0","0.840","0","0","0","0","0","0","","","","","","0.081","","https://www.how-ma.com/market_price/stations/9474","HTTP Redirect","","","1.1","","","","","","https://www.how-ma.com/market_price/stations/9634","2026-04-13 12:12:47"
"https://www.how-ma.com/market_price/stations/6009","text/html; charset=utf-8","302","Found","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","2","","3","3","0","1.270","0","0","0","0","0","0","","","","","","0.108","","https://www.how-ma.com/market_price/stations/1666","HTTP Redirect","","","1.1","","","","","","https://www.how-ma.com/market_price/stations/6009","2026-04-13 12:12:47"
"https://www.how-ma.com/mansions/search/青森県","text/html; charset=utf-8","200","OK","Indexable","","青森県のマンション査定・相場・販売事例 | 不動産AI査定のHowMa","35","540","青森県の中古マンションの2026年04月時点の売却相場や、直近3年の売却相場推移、近隣エリアの相場、売却実績、販売期間、物件流通量などのデータを幅広くまとめました。","82","969","","0","0","","0","青森県の2026年04月時点のマンション相場","22","青森県の2026年4月時点マンション売却相場は1,997万円","30","青森県のマンションの直近3年の売却相場推移","21","","","","https://www.how-ma.com/mansions/search/青森県","","","","","","","978491","103002","103002","39.458","","695","601","1.156","100.000","Very Easy","0.748","2","2","","6","5","0","2.110","238","234","0","2","1","0","","","","","e336c2869dbba7b9b789f3a68aca916c","0.122","","","","","ja","1.1","","","","","","https://www.how-ma.com/mansions/search/%E9%9D%92%E6%A3%AE%E7%9C%8C","2026-04-13 12:12:47"
"https://www.how-ma.com/_next/static/chunks/5786-65cda15faa84276f.js","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.017","Tue, 17 Mar 2026 18:44:41 GMT","","","","","1.1","","","","","","https://www.how-ma.com/_next/static/chunks/5786-65cda15faa84276f.js","2026-04-13 12:12:48"
"https://www.how-ma.com/mansions/search/東京都/練馬区","text/html; charset=utf-8","200","OK","Indexable","","東京都練馬区のマンション査定・相場・販売事例 | 不動産AI査定のHowMa","38","600","東京都練馬区の中古マンションの2026年04月時点の売却相場や、直近3年の売却相場推移、近隣エリアの相場、売却実績、販売期間、物件流通量などのデータを幅広くまとめました。","85","1011","","0","0","","0","東京都練馬区の2026年04月時点のマンション相場","25","東京都練馬区の2026年4月時点マンション売却相場は5,296万円","33","東京都練馬区のマンションの直近3年の売却相場推移","24","","","","https://www.how-ma.com/mansions/search/東京都/練馬区","","","","","","","812482","93355","93355","35.763","","464","361","1.285","100.000","Very Easy","0.769","2","3","","7","5","0","2.110","63","60","0","2","1","0","","","","","15c73ea399b7459c70c26d93cd8f8095","4.761","","","","","ja","1.1","","","","","","https://www.how-ma.com/mansions/search/%E6%9D%B1%E4%BA%AC%E9%83%BD/%E7%B7%B4%E9%A6%AC%E5%8C%BA","2026-04-13 12:12:49"
"https://www.how-ma.com/_next/image?url=%2Fnext%2Flogo_nomura-plus.png&w=256&q=75","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","2519","2519","2519","0.965","","0","","","","","0.000","2","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.037","","","","","","1.1","","","","","","https://www.how-ma.com/_next/image?url=%2Fnext%2Flogo_nomura-plus.png&w=256&q=75","2026-04-13 12:12:53"
"https://www.how-ma.com/next/top/icon_customer_5.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.079","Fri, 10 Apr 2026 06:42:53 GMT","","","","","1.1","","","","","","https://www.how-ma.com/next/top/icon_customer_5.svg","2026-04-13 12:12:55"
"https://www.how-ma.com/market_price/stations/7210","text/html; charset=utf-8","200","OK","Indexable","","大橋の駅ごとのマンション売却相場・価格推移・将来性 | 不動産AI査定のHowMa","41","643","","0","0","","0","0","","0","大橋駅のマンション売却価格相場情報","17","大橋駅の中古マンションの売却相場価格","18","今すぐあなたの不動産を査定する","15","","","","https://www.how-ma.com/market_price/stations/7210","","","","","","","95514","13760","13760","5.271","","464","222","2.090","100.000","Very Easy","6.365","2","2","","8","6","0","2.530","47","29","0","2","1","0","","","","","fcf48976ba253e4ca61a0f3305e144dd","0.272","","","","","ja","1.1","","","","","","https://www.how-ma.com/market_price/stations/7210","2026-04-13 12:12:55"
"https://www.how-ma.com/_next/static/chunks/9352-0ba277d97b11e4c3.js","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.016","Thu, 19 Mar 2026 16:26:31 GMT","","","","","1.1","","","","","","https://www.how-ma.com/_next/static/chunks/9352-0ba277d97b11e4c3.js","2026-04-13 12:12:55"
"https://www.how-ma.com/market_price/stations/9084","text/html; charset=utf-8","302","Found","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","2","","3","3","0","1.270","0","0","0","0","0","0","","","","","","0.116","","https://www.how-ma.com/market_price/stations/2608","HTTP Redirect","","","1.1","","","","","","https://www.how-ma.com/market_price/stations/9084","2026-04-13 12:12:55"
"https://www.how-ma.com/mansions/search/京都府","text/html; charset=utf-8","200","OK","Indexable","","京都府のマンション査定・相場・販売事例 | 不動産AI査定のHowMa","35","540","京都府の中古マンションの2026年04月時点の売却相場や、直近3年の売却相場推移、近隣エリアの相場、売却実績、販売期間、物件流通量などのデータを幅広くまとめました。","82","969","","0","0","","0","京都府の2026年04月時点のマンション相場","22","京都府の2026年4月時点マンション売却相場は3,167万円","30","京都府のマンションの直近3年の売却相場推移","21","","","","https://www.how-ma.com/mansions/search/京都府","","","","","","","1079760","116286","116286","44.547","","789","695","1.135","100.000","Very Easy","0.715","2","2","","10","9","0","3.800","336","333","0","2","1","0","","","","","2883d45372b12ebf3d3416c8bda535d8","0.108","","","","","ja","1.1","","","","","","https://www.how-ma.com/mansions/search/%E4%BA%AC%E9%83%BD%E5%BA%9C","2026-04-13 12:12:55"
"https://www.how-ma.com/mansions/search/山梨県","text/html; charset=utf-8","200","OK","Indexable","","山梨県のマンション査定・相場・販売事例 | 不動産AI査定のHowMa","35","540","山梨県の中古マンションの2026年04月時点の売却相場や、直近3年の売却相場推移、近隣エリアの相場、売却実績、販売期間、物件流通量などのデータを幅広くまとめました。","82","969","","0","0","","0","山梨県の2026年04月時点のマンション相場","22","山梨県の2026年4月時点マンション売却相場は928万円","28","山梨県のマンションの直近3年の売却相場推移","21","","","","https://www.how-ma.com/mansions/search/山梨県","","","","","","","891418","98096","98096","37.579","","565","471","1.200","100.000","Very Easy","0.741","2","2","","8","7","0","2.950","139","136","0","2","1","0","","","","","4d845536d077bd94f837014d29187a63","10.835","","","","","ja","1.1","","","","","","https://www.how-ma.com/mansions/search/%E5%B1%B1%E6%A2%A8%E7%9C%8C","2026-04-13 12:12:45"
"https://www.how-ma.com/mansions/search/大分県","text/html; charset=utf-8","200","OK","Indexable","","大分県のマンション査定・相場・販売事例 | 不動産AI査定のHowMa","35","540","大分県の中古マンションの2026年04月時点の売却相場や、直近3年の売却相場推移、近隣エリアの相場、売却実績、販売期間、物件流通量などのデータを幅広くまとめました。","82","969","","0","0","","0","大分県の2026年04月時点のマンション相場","22","大分県の2026年4月時点マンション売却相場は1,347万円","30","大分県のマンションの直近3年の売却相場推移","21","","","","https://www.how-ma.com/mansions/search/大分県","","","","","","","906634","102933","102933","39.432","","549","451","1.217","100.000","Very Easy","0.702","2","2","","6","5","0","2.110","139","136","0","2","1","0","","","","","bbd05ef85164c9c96be7062cba112fb8","10.279","","","","","ja","1.1","","","","","","https://www.how-ma.com/mansions/search/%E5%A4%A7%E5%88%86%E7%9C%8C","2026-04-13 12:12:46"
"https://www.how-ma.com/mag/sell/owner-change","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","2025年11月更新｜オーナーチェンジ物件を売買するときには何に気をつけるべき？ | HowMaマガジン","52","775","入居中でもそのまま家賃が入るオーナーチェンジ物件。しかしサブリース契約やランニングコスト、新築ボーナスを誤解すると赤字リスクも。本記事では失敗を防ぐ5つの注意点と見極めポイントをわかりやすく解説します。","101","1145","入居者がいる物件を売買することをオーナーチェンジ物件といいます。空き物件を売買するよりも様々なメリットがあり、入居者もそのまま住み続けられるので投資物件として人気があります。リスクを理解し現在の物件の状況を詳しく調べてから購入を決めてください。","122","1402","","0","2025年11月更新｜オーナーチェンジ物件を売買するときには何に気をつけるべき？","40","不動産売却","5","市況","2","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://www.how-ma.com/mag/sell/owner-change/","https://www.how-ma.com/mag/sell/owner-change/","","","","","","117760","30049","30049","11.511","","461","338","1.364","100.000","Very Easy","8.622","2","2","","19","2","0","0.840","78","34","0","4","4","0","","","","","565d3815eb0671f573eb9c20d92da4cc","0.680","Mon, 06 Apr 2026 07:23:25 GMT","","","","ja","1.1","","","","","","https://www.how-ma.com/mag/sell/owner-change","2026-04-13 12:12:56"
"https://www.how-ma.com/mansions/search/東京都/文京区","text/html; charset=utf-8","200","OK","Indexable","","東京都文京区のマンション査定・相場・販売事例 | 不動産AI査定のHowMa","38","600","東京都文京区の中古マンションの2026年04月時点の売却相場や、直近3年の売却相場推移、近隣エリアの相場、売却実績、販売期間、物件流通量などのデータを幅広くまとめました。","85","1011","","0","0","","0","東京都文京区の2026年04月時点のマンション相場","25","東京都文京区の2026年4月時点マンション売却相場は10,584万円","34","東京都文京区のマンションの直近3年の売却相場推移","24","","","","https://www.how-ma.com/mansions/search/東京都/文京区","","","","","","","800983","93430","93430","35.791","","457","354","1.291","100.000","Very Easy","0.775","2","3","","14","12","0","5.060","57","54","0","2","1","0","","","","","1d3c3a1f5d226df01cbcc17bd6f7d27f","0.101","","","","","ja","1.1","","","","","","https://www.how-ma.com/mansions/search/%E6%9D%B1%E4%BA%AC%E9%83%BD/%E6%96%87%E4%BA%AC%E5%8C%BA","2026-04-13 12:12:57"
"https://www.how-ma.com/next/top/customer-border5.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.383","Fri, 10 Apr 2026 06:42:53 GMT","","","","","1.1","","","","","","https://www.how-ma.com/next/top/customer-border5.svg","2026-04-13 12:12:56"
"https://www.how-ma.com/market_price/stations/7786","text/html; charset=utf-8","302","Found","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","2","","3","3","0","1.270","0","0","0","0","0","0","","","","","","0.090","","https://www.how-ma.com/market_price/stations/7770","HTTP Redirect","","","1.1","","","","","","https://www.how-ma.com/market_price/stations/7786","2026-04-13 12:12:58"
"https://www.how-ma.com/mansions/search/滋賀県","text/html; charset=utf-8","200","OK","Indexable","","滋賀県のマンション査定・相場・販売事例 | 不動産AI査定のHowMa","35","540","滋賀県の中古マンションの2026年04月時点の売却相場や、直近3年の売却相場推移、近隣エリアの相場、売却実績、販売期間、物件流通量などのデータを幅広くまとめました。","82","969","","0","0","","0","滋賀県の2026年04月時点のマンション相場","22","滋賀県の2026年4月時点マンション売却相場は2,043万円","30","滋賀県のマンションの直近3年の売却相場推移","21","","","","https://www.how-ma.com/mansions/search/滋賀県","","","","","","","919737","102505","102505","39.268","","600","505","1.188","100.000","Very Easy","0.729","2","2","","7","6","0","2.530","184","181","0","2","1","0","","","","","d2c8e33c1d46033543312257ed93db54","11.960","","","","","ja","1.1","","","","","","https://www.how-ma.com/mansions/search/%E6%BB%8B%E8%B3%80%E7%9C%8C","2026-04-13 12:12:44"
"https://www.how-ma.com/_next/image?url=%2Fnext%2Ftop%2Fphoto_guide_1.jpg&w=3840&q=75","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","7921","7921","7921","3.034","","0","","","","","0.000","2","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.109","","","","","","1.1","","","","","","https://www.how-ma.com/_next/image?url=%2Fnext%2Ftop%2Fphoto_guide_1.jpg&w=3840&q=75","2026-04-13 12:12:58"
"https://www.how-ma.com/market_price/stations/7784","text/html; charset=utf-8","302","Found","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","2","","3","3","0","1.270","0","0","0","0","0","0","","","","","","0.114","","https://www.how-ma.com/market_price/stations/6132","HTTP Redirect","","","1.1","","","","","","https://www.how-ma.com/market_price/stations/7784","2026-04-13 12:12:58"
"https://www.how-ma.com/market_price/stations/7785","text/html; charset=utf-8","302","Found","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","2","","3","3","0","1.270","0","0","0","0","0","0","","","","","","0.125","","https://www.how-ma.com/market_price/stations/6131","HTTP Redirect","","","1.1","","","","","","https://www.how-ma.com/market_price/stations/7785","2026-04-13 12:12:58"
"https://www.how-ma.com/_next/image?url=%2Fnext%2Ftop%2Fphoto_guide_4.jpg&w=3840&q=75","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","8939","8939","8939","3.424","","0","","","","","0.000","2","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.115","","","","","","1.1","","","","","","https://www.how-ma.com/_next/image?url=%2Fnext%2Ftop%2Fphoto_guide_4.jpg&w=3840&q=75","2026-04-13 12:12:58"
"https://www.how-ma.com/market_price/stations/9605","text/html; charset=utf-8","302","Found","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","2","","3","3","0","1.270","0","0","0","0","0","0","","","","","","0.111","","https://www.how-ma.com/market_price/stations/9582","HTTP Redirect","","","1.1","","","","","","https://www.how-ma.com/market_price/stations/9605","2026-04-13 12:12:58"
"https://www.how-ma.com/market_price/stations/9044","text/html; charset=utf-8","200","OK","Indexable","","新栄町の駅ごとのマンション売却相場・価格推移・将来性 | 不動産AI査定のHowMa","42","663","","0","0","","0","0","","0","新栄町駅のマンション売却価格相場情報","18","新栄町駅の中古マンションの売却相場価格","19","今すぐあなたの不動産を査定する","15","","","","https://www.how-ma.com/market_price/stations/9044","","","","","","","94337","13429","13429","5.144","","460","221","2.081","100.000","Very Easy","6.471","2","2","","6","5","0","2.110","46","31","0","2","1","0","","","","","4bb4e8d395b4782cc8b843543c229fc5","0.199","","","","","ja","1.1","","","","","","https://www.how-ma.com/market_price/stations/9044","2026-04-13 12:12:58"
"https://www.how-ma.com/mag/category/special/page/3/","text/html; charset=UTF-8","200","OK","Indexable","","特別企画 | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです - 3ページ目","48","696","","0","0","","0","0","","0","特別企画","4","不動産売却","5","市況","2","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://www.how-ma.com/mag/category/special/page/3/","","https://www.how-ma.com/mag/category/special/page/4/","https://www.how-ma.com/mag/category/special/page/2/","","","","81393","19219","19219","7.362","","95","56","1.696","100.000","Very Easy","1.787","2","5","","6","4","0","1.690","45","28","0","2","2","0","","","","","d3d234a37aa155c5f4519cbe56171fd1","0.254","Mon, 06 Apr 2026 07:23:21 GMT","","","","ja","1.1","","","","","","https://www.how-ma.com/mag/category/special/page/3/","2026-04-13 12:12:59"
"https://www.how-ma.com/mag/category/special/page/2/","text/html; charset=UTF-8","200","OK","Indexable","","特別企画 | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです - 2ページ目","48","696","","0","0","","0","0","","0","特別企画","4","不動産売却","5","市況","2","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://www.how-ma.com/mag/category/special/page/2/","","https://www.how-ma.com/mag/category/special/page/3/","https://www.how-ma.com/mag/category/special/","","","","81448","19301","19301","7.394","","93","56","1.661","100.000","Very Easy","1.773","2","5","","6","4","0","1.690","45","28","0","2","2","0","","","","","ba82312f752b637ac93021a21a52fe1d","0.398","Mon, 06 Apr 2026 07:23:21 GMT","","","","ja","1.1","","","","","","https://www.how-ma.com/mag/category/special/page/2/","2026-04-13 12:12:59"
"https://www.how-ma.com/mag/wp-content/uploads/営業マン５-1.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","48985","48985","48985","18.765","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.033","Mon, 06 Apr 2026 07:24:40 GMT","","","","","1.1","","","","","","https://www.how-ma.com/mag/wp-content/uploads/%E5%96%B6%E6%A5%AD%E3%83%9E%E3%83%B3%EF%BC%95-1.jpg","2026-04-13 12:13:00"
"https://www.how-ma.com/mag/category/special/page/4/","text/html; charset=UTF-8","200","OK","Indexable","","特別企画 | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです - 4ページ目","48","696","","0","0","","0","0","","0","特別企画","4","不動産売却","5","市況","2","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://www.how-ma.com/mag/category/special/page/4/","","","https://www.how-ma.com/mag/category/special/page/3/","","","","73407","18132","18132","6.946","","63","40","1.575","100.000","Very Easy","1.379","2","5","","5","4","0","1.690","34","23","0","2","2","0","","","","","7b15e9cd5cb4ff38077a63d1692f0c48","0.302","Mon, 06 Apr 2026 07:23:21 GMT","","","","ja","1.1","","","","","","https://www.how-ma.com/mag/category/special/page/4/","2026-04-13 12:13:00"
"https://www.how-ma.com/mansions/search/愛知県/名古屋市","text/html; charset=utf-8","200","OK","Indexable","","愛知県名古屋市のマンション査定・相場・販売事例 | 不動産AI査定のHowMa","39","620","愛知県名古屋市の中古マンションの2026年04月時点の売却相場や、直近3年の売却相場推移、近隣エリアの相場、売却実績、販売期間、物件流通量などのデータを幅広くまとめました。","86","1025","","0","0","","0","愛知県名古屋市の2026年04月時点のマンション相場","26","愛知県名古屋市の2026年4月時点マンション売却相場は2,188万円","34","愛知県名古屋市のマンションの直近3年の売却相場推移","25","","","","https://www.how-ma.com/mansions/search/愛知県/名古屋市","","","","","","","984956","106312","106312","40.726","","665","571","1.165","100.000","Very Easy","0.734","2","3","","4","2","0","0.840","245","242","0","2","1","0","","","","","fc7d75e8af2589a1f415672777e7c1ff","7.629","","","","","ja","1.1","","","","","","https://www.how-ma.com/mansions/search/%E6%84%9B%E7%9F%A5%E7%9C%8C/%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82","2026-04-13 12:12:54"
"https://www.how-ma.com/mag/wp-content/uploads/2018/03/空き家.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","133756","133756","133756","51.239","","0","","","","","0.000","2","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.035","Mon, 06 Apr 2026 07:24:01 GMT","","","","","1.1","","","","","","https://www.how-ma.com/mag/wp-content/uploads/2018/03/%E7%A9%BA%E3%81%8D%E5%AE%B6.jpg","2026-04-13 12:13:01"
