"Address","Occurrences","H1-1","H1-1 Length","Indexability","Indexability Status"
"https://www.how-ma.com/market_price/stations/6088","1","江戸川橋駅のマンション売却価格相場情報","19","Indexable",""
"https://www.how-ma.com/market_price/stations/9594","1","扇町駅のマンション売却価格相場情報","17","Indexable",""
"https://www.how-ma.com/market_price/stations/8022","1","伊勢佐木長者町駅のマンション売却価格相場情報","22","Indexable",""
"https://www.how-ma.com/market_price/stations/9475","1","桃山台駅のマンション売却価格相場情報","18","Indexable",""
"https://www.how-ma.com/market_price/stations/8023","1","阪東橋駅のマンション売却価格相場情報","18","Indexable",""
"https://www.how-ma.com/mag/category/interview/assessment-interview","1","コラボ査定インタビュー","11","Non-Indexable","Canonicalised"
"https://www.how-ma.com/mansions/search/愛媛県","1","愛媛県の2026年04月時点のマンション相場","22","Indexable",""
"https://www.how-ma.com/mansions/search/新潟県/新潟市","1","新潟県新潟市の2026年04月時点のマンション相場","25","Indexable",""
"https://www.how-ma.com/mansions/search/静岡県/浜松市","1","静岡県浜松市の2026年04月時点のマンション相場","25","Indexable",""
"https://www.how-ma.com/mansions/search/香川県","1","香川県の2026年04月時点のマンション相場","22","Indexable",""
"https://www.how-ma.com/mansions/search/大阪府/大阪市","1","大阪府大阪市の2026年04月時点のマンション相場","25","Indexable",""
